id,valor,peso,volumen,categoria
6445,955,15,79,1
6446,663,57,52,3
6447,175,72,98,3
6448,381,43,11,3
6449,499,88,88,2
6450,889,34,2,2
6451,888,20,28,5
6452,48,15,85,5
6453,866,29,60,5
6454,579,80,82,3
6455,789,67,90,2
6456,557,58,97,2
6457,997,41,12,4
6458,851,25,50,5
6459,394,38,62,3
6460,65,95,51,4
6461,873,65,22,4
6462,432,92,94,2
6463,434,62,36,3
6464,446,2,52,1
6465,636,33,81,3
6466,458,89,82,4
6467,538,56,34,1
6468,662,29,72,2
6469,563,63,6,1
6470,178,54,29,5
6471,290,71,68,4
6472,28,69,76,2
6473,272,12,32,5
6474,533,70,22,3
6475,886,19,9,4
6476,450,4,85,1
6477,620,32,30,3
6478,426,13,71,1
6479,974,73,90,3
6480,349,54,100,3
6481,13,98,3,1
6482,826,19,20,4
6483,70,14,24,3
6484,432,57,74,5
6485,628,89,24,5
6486,508,12,93,5
6487,817,13,33,4
6488,983,73,71,1
6489,71,64,4,1
6490,176,30,73,5
6491,192,18,52,1
6492,102,45,93,5
6493,350,8,91,2
6494,946,90,1,1
6495,469,32,3,4
6496,910,55,52,5
6497,84,12,12,5
6498,390,94,95,1
6499,696,4,87,5
6500,373,49,5,3
6501,975,62,2,4
6502,949,82,37,1
6503,19,24,69,5
6504,981,82,97,4
6505,169,100,19,4
6506,570,22,64,5
6507,742,42,19,1
6508,960,33,64,4
6509,849,97,55,2
6510,420,25,98,3
6511,586,82,87,4
6512,954,56,68,4
6513,553,25,1,3
6514,49,26,21,5
6515,194,12,26,4
6516,312,27,37,3
6517,426,30,10,2
6518,51,27,68,4
6519,542,37,45,4
6520,638,46,83,3
6521,433,55,65,5
6522,954,37,84,2
6523,432,92,65,1
6524,185,84,57,1
6525,982,66,52,1
6526,929,93,41,3
6527,999,33,58,1
6528,51,38,59,4
6529,282,39,4,2
6530,823,58,28,3
6531,799,17,29,1
6532,202,71,98,5
6533,368,24,61,4
6534,614,9,57,2
6535,916,51,68,2
6536,410,53,87,5
6537,189,95,55,1
6538,951,28,63,5
6539,819,28,66,4
6540,841,26,95,2
6541,280,20,17,5
6542,489,89,71,2
6543,235,83,1,2
6544,349,10,97,4
6545,698,60,41,2
6546,200,26,36,5
6547,178,87,11,5
6548,908,13,100,4
6549,172,22,6,5
6550,336,6,47,2
6551,212,43,31,5
6552,209,77,78,2
6553,716,57,64,5
6554,393,2,91,5
6555,970,95,18,1
6556,231,5,53,2
6557,100,9,44,3
6558,586,73,53,3
6559,337,20,55,4
6560,960,69,21,5
6561,658,15,5,4
6562,75,92,56,3
6563,113,37,3,1
6564,179,87,57,2
6565,707,93,21,5
6566,672,38,19,3
6567,617,3,42,2
6568,657,72,100,4
6569,939,36,1,5
6570,887,24,7,3
6571,954,48,29,2
6572,388,96,10,4
6573,121,54,73,3
6574,945,16,62,2
6575,719,68,77,5
6576,270,82,5,2
6577,11,44,36,1
6578,249,11,7,3
6579,187,54,13,2
6580,916,65,15,4
6581,542,30,60,4
6582,548,21,10,3
6583,325,81,6,3
6584,402,91,19,1
6585,566,59,70,3
6586,537,67,44,5
6587,393,73,85,4
6588,227,29,74,2
6589,760,63,42,3
6590,304,97,48,1
6591,102,36,5,3
6592,120,87,19,5
6593,509,34,85,1
6594,243,43,94,2
6595,956,99,96,3
6596,840,31,37,2
6597,82,40,57,5
6598,563,9,85,2
6599,997,97,51,1
6600,352,75,19,2
6601,14,59,51,1
6602,560,31,83,3
6603,510,24,92,3
6604,632,22,85,4
6605,156,91,86,1
6606,679,22,18,5
6607,198,64,93,1
6608,41,49,47,2
6609,320,20,67,5
6610,842,77,37,4
6611,433,24,99,1
6612,786,88,90,1
6613,444,39,24,2
6614,418,58,72,2
6615,118,32,28,5
6616,56,61,44,1
6617,829,73,3,2
6618,679,44,94,4
6619,244,28,70,2
6620,976,74,97,5
6621,242,53,11,1
6622,156,34,71,2
6623,729,34,68,3
6624,343,64,17,1
6625,585,28,49,3
6626,732,32,45,5
6627,345,44,30,5
6628,219,90,27,5
6629,103,5,35,5
6630,46,13,19,1
6631,750,42,33,1
6632,672,19,72,2
6633,585,25,96,4
6634,31,19,74,3
6635,960,99,87,3
6636,176,65,33,5
6637,180,14,61,3
6638,715,86,32,5
6639,544,61,70,1
6640,427,91,86,1
6641,774,36,7,2
6642,625,45,24,4
6643,562,81,96,4
6644,881,3,41,3
6645,298,75,24,3
6646,537,95,12,5
6647,554,64,1,1
6648,330,66,22,5
6649,972,38,73,5
6650,356,32,10,3
6651,522,65,22,4
6652,541,89,84,2
6653,620,27,64,4
6654,546,18,93,3
6655,933,3,52,1
6656,313,68,46,4
6657,194,12,64,2
6658,505,10,11,3
6659,205,13,48,3
6660,889,74,57,4
6661,685,29,34,4
6662,576,93,45,2
6663,663,33,6,3
6664,498,25,30,4
6665,333,84,97,3
6666,191,68,32,4
6667,515,4,87,1
6668,422,90,75,5
6669,858,79,32,5
6670,399,31,36,2
6671,835,39,5,1
6672,315,81,68,5
6673,570,83,44,3
6674,545,30,20,1
6675,436,37,51,4
6676,903,45,27,5
6677,870,86,65,1
6678,30,14,73,4
6679,45,24,100,4
6680,874,60,30,2
6681,265,48,39,3
6682,362,88,38,1
6683,325,90,63,4
6684,172,74,85,1
6685,815,63,48,3
6686,855,54,25,4
6687,27,56,62,5
6688,463,24,57,5
6689,901,18,97,5
6690,638,95,77,2
6691,93,53,17,4
6692,736,8,44,3
6693,451,37,31,5
6694,611,88,19,4
6695,631,66,18,4
6696,73,37,34,3
6697,239,56,89,5
6698,64,73,18,3
6699,553,78,49,2
6700,55,74,1,3
6701,989,28,66,4
6702,372,69,48,3
6703,274,57,35,4
6704,653,77,89,5
6705,192,36,85,5
6706,130,64,22,4
6707,46,70,15,2
6708,919,8,46,4
6709,86,52,96,4
6710,881,48,76,2
6711,935,29,23,4
6712,838,28,69,4
6713,871,39,80,4
6714,353,15,78,2
6715,270,69,33,3
6716,116,21,94,5
6717,298,28,53,3
6718,397,21,96,2
6719,342,50,78,2
6720,857,77,44,2
6721,384,73,75,2
6722,914,38,76,1
6723,235,76,89,4
6724,394,82,58,3
6725,833,80,19,4
6726,787,1,60,2
6727,895,50,18,4
6728,426,7,84,4
6729,29,55,12,3
6730,991,30,29,3
6731,976,3,19,1
6732,367,74,76,2
6733,661,35,59,2
6734,535,45,85,1
6735,242,31,45,3
6736,164,47,60,5
6737,258,39,34,2
6738,477,51,3,1
6739,101,88,69,3
6740,435,20,87,4
6741,698,4,1,5
6742,621,87,10,3
6743,783,12,100,2
6744,536,28,69,2
6745,245,50,44,5
6746,858,45,17,4
6747,273,69,45,5
6748,715,4,38,3
6749,929,79,10,5
6750,377,93,71,4
6751,233,25,66,3
6752,172,4,6,4
6753,129,56,93,4
6754,556,94,80,4
6755,339,33,60,1
6756,500,86,95,1
6757,750,17,74,2
6758,55,51,55,1
6759,472,94,93,5
6760,265,98,27,1
6761,417,95,25,5
6762,138,95,86,4
6763,563,71,87,1
6764,833,88,29,1
6765,552,32,9,5
6766,917,43,41,1
6767,400,97,31,5
6768,466,19,26,5
6769,381,40,80,2
6770,836,27,31,1
6771,474,27,88,1
6772,62,93,89,4
6773,227,89,68,4
6774,587,14,56,5
6775,861,90,11,2
6776,353,12,54,4
6777,813,73,22,5
6778,805,6,40,1
6779,197,60,76,4
6780,100,4,52,2
6781,73,59,36,4
6782,605,32,56,3
6783,411,82,43,5
6784,234,24,46,2
6785,954,94,86,2
6786,153,72,3,4
6787,935,29,53,4
6788,542,66,79,3
6789,321,10,49,5
6790,969,41,68,4
6791,162,89,14,3
6792,212,78,77,5
6793,302,36,3,3
6794,945,91,17,1
6795,19,3,24,5
6796,242,83,43,5
6797,922,6,88,1
6798,462,11,42,4
6799,560,61,25,2
6800,61,6,94,4
6801,195,58,20,1
6802,478,91,50,1
6803,28,75,15,5
6804,384,58,69,2
6805,236,31,43,5
6806,562,30,89,4
6807,333,100,14,5
6808,494,54,75,5
6809,118,100,43,2
6810,27,26,4,1
6811,488,15,30,5
6812,847,59,61,5
6813,459,79,41,4
6814,502,61,5,1
6815,894,88,100,3
6816,189,56,13,1
6817,152,94,67,5
6818,665,55,85,3
6819,755,71,45,2
6820,617,23,69,4
6821,518,11,48,3
6822,649,50,56,2
6823,648,19,62,2
6824,722,34,65,3
6825,525,68,69,5
6826,455,15,25,5
6827,11,29,56,3
6828,595,55,98,3
6829,368,73,40,2
6830,209,32,8,5
6831,775,23,25,1
6832,613,2,69,2
6833,476,52,88,3
6834,449,26,29,1
6835,897,75,87,4
6836,172,100,3,5
6837,99,93,29,4
6838,973,62,56,1
6839,379,63,89,1
6840,459,89,32,3
6841,942,70,85,1
6842,846,54,52,2
6843,792,29,18,2
6844,578,1,99,3
6845,298,49,80,5
6846,496,45,4,2
6847,766,100,17,3
6848,635,48,9,3
6849,948,81,30,2
6850,234,39,13,4
6851,947,8,72,5
6852,744,44,50,3
6853,480,76,12,2
6854,564,90,25,5
6855,978,50,80,5
6856,419,1,16,5
6857,788,32,13,2
6858,197,23,22,2
6859,561,22,79,5
6860,321,90,9,1
6861,470,15,75,5
6862,229,40,22,1
6863,948,52,96,3
6864,991,22,81,4
6865,196,64,22,1
6866,347,93,32,3
6867,957,26,79,2
6868,727,14,19,3
6869,911,14,83,3
6870,172,15,88,4
6871,279,79,9,3
6872,660,69,66,5
6873,104,64,32,2
6874,993,45,68,5
6875,733,14,22,2
6876,88,58,28,4
6877,256,77,24,2
6878,201,15,58,5
6879,335,8,83,1
6880,192,50,47,5
6881,23,78,49,5
6882,65,15,98,2
6883,793,29,50,5
6884,95,49,60,1
6885,761,71,20,2
6886,573,54,82,5
6887,771,26,81,2
6888,881,27,94,2
6889,411,11,57,4
6890,793,21,70,5
6891,996,22,2,2
6892,361,30,29,4
6893,269,43,23,5
6894,712,79,9,5
6895,744,76,70,1
6896,258,84,26,5
6897,633,100,77,1
6898,878,62,86,1
6899,966,27,59,4
6900,910,98,81,3
6901,896,86,2,1
6902,967,4,48,3
6903,800,39,13,5
6904,402,31,28,3
6905,299,53,13,2
6906,808,91,1,3
6907,319,43,18,5
6908,593,32,26,5
6909,266,13,49,1
6910,656,96,13,5
6911,183,39,25,4
6912,974,95,40,2
6913,603,6,25,3
6914,496,15,8,1
6915,44,90,47,1
6916,405,82,14,3
6917,691,56,100,4
6918,402,44,63,1
6919,964,11,84,4
6920,469,23,74,1
6921,136,98,52,5
6922,286,38,17,1
6923,432,73,14,5
6924,702,13,46,1
6925,536,83,15,5
6926,148,80,59,2
6927,986,42,10,4
6928,293,17,87,2
6929,81,29,88,3
6930,529,52,41,5
6931,316,76,30,5
6932,313,84,89,2
6933,727,34,67,3
6934,801,2,26,5
6935,622,5,47,2
6936,785,57,31,3
6937,647,66,89,3
6938,408,23,7,2
6939,521,91,35,2
6940,676,29,96,3
6941,491,14,47,3
6942,658,67,11,4
6943,261,72,92,1
6944,673,46,2,1
6945,212,2,69,3
6946,767,26,84,4
6947,299,73,94,5
6948,557,77,70,1
6949,601,38,13,2
6950,964,39,13,1
6951,262,10,82,3
6952,623,73,84,4
6953,521,46,38,3
6954,923,52,4,4
6955,858,5,24,4
6956,851,59,14,1
6957,584,5,89,1
6958,479,53,75,4
6959,807,34,74,2
6960,927,94,45,2
6961,181,11,5,2
6962,254,75,15,4
6963,562,42,19,5
6964,48,74,4,1
6965,834,75,60,1
6966,364,66,90,2
6967,79,70,99,2
6968,620,88,19,2
6969,682,62,77,2
6970,435,92,87,4
6971,159,25,28,5
6972,102,36,22,4
6973,246,75,92,1
6974,87,96,43,2
6975,537,19,90,5
6976,998,71,76,1
6977,972,12,79,4
6978,964,8,71,5
6979,89,75,41,2
6980,650,37,36,3
6981,280,37,58,4
6982,935,98,4,3
6983,772,45,73,2
6984,965,66,94,4
6985,765,69,53,1
6986,212,90,55,2
6987,768,75,90,4
6988,792,66,20,2
6989,604,61,34,1
6990,19,77,21,1
6991,122,40,85,1
6992,266,84,29,3
6993,961,70,38,4
6994,19,85,29,1
6995,128,66,11,3
6996,86,4,60,2
6997,197,27,37,1
6998,864,36,43,1
6999,917,56,50,2
7000,405,29,76,5
7001,82,51,9,2
7002,656,60,49,2
7003,793,8,92,1
7004,394,96,60,4
7005,506,80,99,5
7006,833,94,92,4
7007,262,70,78,2
7008,273,11,21,3
7009,945,58,2,5
7010,966,45,15,4
7011,822,58,28,1
7012,357,60,22,3
7013,590,50,35,3
7014,661,17,2,3
7015,73,61,10,3
7016,425,49,82,1
7017,890,20,25,2
7018,579,42,77,3
7019,296,87,41,1
7020,529,2,14,3
7021,35,44,16,3
7022,631,84,8,5
7023,197,11,34,5
7024,87,12,20,4
7025,913,68,2,4
7026,657,27,39,2
7027,676,55,59,1
7028,231,3,85,3
7029,497,47,83,4
7030,412,15,99,5
7031,773,15,97,5
7032,519,45,48,3
7033,758,90,89,2
7034,965,19,33,3
7035,801,25,22,3
7036,550,28,18,5
7037,354,61,94,1
7038,154,81,64,2
7039,597,33,13,2
7040,333,64,57,3
7041,195,63,81,1
7042,973,98,22,4
7043,195,26,46,4
7044,751,58,29,1
7045,29,18,55,1
7046,957,81,40,3
7047,426,32,97,1
7048,698,49,72,3
7049,567,71,98,5
7050,692,44,90,3
7051,703,37,74,5
7052,297,16,31,2
7053,785,73,30,1
7054,567,29,25,4
7055,819,19,12,2
7056,831,49,61,3
7057,195,11,55,5
7058,289,5,33,4
7059,358,8,7,3
7060,987,18,4,1
7061,666,13,38,3
7062,650,52,36,1
7063,677,98,73,2
7064,694,46,12,2
7065,660,50,28,4
7066,38,53,42,2
7067,439,25,47,4
7068,708,12,31,2
7069,322,16,7,2
7070,690,16,57,5
7071,356,74,71,3
7072,542,23,47,3
7073,516,53,64,3
7074,664,7,29,5
7075,149,47,16,5
7076,643,1,88,2
7077,415,11,17,4
7078,759,33,84,5
7079,882,84,61,4
7080,862,67,2,4
7081,116,68,10,2
7082,716,69,7,5
7083,501,34,48,5
7084,317,2,88,2
7085,178,14,36,1
7086,777,82,4,5
7087,676,78,82,5
7088,933,22,88,1
7089,326,53,59,5
7090,86,4,26,5
7091,103,61,32,5
7092,877,37,35,3
7093,566,76,44,4
7094,464,24,97,5
7095,303,87,63,1
7096,426,13,7,3
7097,494,47,82,4
7098,107,9,7,4
7099,162,62,77,2
7100,727,55,57,2
7101,474,15,89,3
7102,769,98,82,2
7103,815,36,65,2
7104,463,27,87,3
7105,927,71,3,1
7106,61,96,96,1
7107,284,89,88,5
7108,395,53,12,1
7109,89,57,16,4
7110,257,86,49,3
7111,705,42,99,5
7112,447,99,52,4
7113,527,88,54,3
7114,523,69,1,4
7115,11,71,10,2
7116,110,58,71,3
7117,213,32,90,2
7118,930,77,98,3
7119,940,15,28,5
7120,515,89,18,3
7121,808,21,89,5
7122,853,89,44,2
7123,761,10,10,3
7124,49,68,76,1
7125,431,52,100,3
7126,106,90,86,3
7127,485,54,83,5
7128,819,30,92,2
7129,305,80,95,2
7130,160,84,9,1
7131,437,12,83,5
7132,479,55,83,4
7133,733,23,21,1
7134,950,84,7,2
7135,900,46,31,1
7136,505,39,43,4
7137,180,83,36,4
7138,201,70,21,3
7139,195,54,49,4
7140,800,25,57,2
7141,895,95,64,1
7142,693,14,67,3
7143,455,74,69,3
7144,79,36,86,5
7145,780,71,25,5
7146,771,5,2,2
7147,225,38,7,1
7148,783,8,76,2
7149,816,54,1,4
7150,506,78,71,1
7151,164,43,65,1
7152,93,44,19,3
7153,481,50,66,5
7154,154,81,19,4
7155,212,89,24,4
7156,234,82,40,3
7157,657,53,44,4
7158,778,2,72,4
7159,135,94,5,4
7160,880,4,8,2
7161,157,81,3,5
7162,632,38,59,5
7163,988,87,89,1
7164,417,85,38,2
7165,304,60,16,3
7166,146,67,14,4
7167,123,45,25,5
7168,313,81,97,4
7169,583,46,99,1
7170,379,50,46,5
7171,331,20,19,5
7172,151,81,95,4
7173,987,68,5,3
7174,158,73,43,3
7175,194,85,37,4
7176,137,78,46,4
7177,279,10,36,1
7178,103,81,43,2
7179,984,59,33,3
7180,878,3,85,1
7181,953,83,80,4
7182,663,53,86,5
7183,84,18,47,2
7184,990,76,77,4
7185,963,41,78,5
7186,877,94,71,1
7187,763,18,53,5
7188,925,34,83,1
7189,846,79,68,3
7190,311,50,4,1
7191,937,67,59,3
7192,305,21,15,2
7193,832,60,84,5
7194,817,93,65,2
7195,372,74,31,4
7196,18,81,84,3
7197,96,2,64,4
7198,509,11,53,1
7199,928,61,4,5
7200,776,25,6,4
7201,47,31,43,5
7202,72,60,79,2
7203,534,27,3,3
7204,50,13,62,1
7205,808,69,44,3
7206,559,73,80,1
7207,615,61,23,3
7208,617,6,63,3
7209,737,9,63,5
7210,970,64,20,3
7211,952,14,54,2
7212,675,50,10,4
7213,387,19,77,1
7214,710,35,5,3
7215,551,19,9,3
7216,996,34,90,3
7217,30,35,86,4
7218,921,5,36,1
7219,723,44,45,2
7220,659,40,35,5
7221,329,89,43,2
7222,154,84,84,3
7223,355,28,41,5
7224,896,83,50,5
7225,549,17,96,1
7226,888,51,17,4
7227,478,18,98,5
7228,379,54,38,3
7229,203,61,12,4
7230,743,5,78,5
7231,970,37,78,1
7232,251,86,5,5
7233,986,82,35,5
7234,319,63,91,5
7235,589,4,22,4
7236,891,68,100,1
7237,95,55,87,3
7238,397,70,53,1
7239,916,81,98,1
7240,269,42,22,5
7241,89,57,57,2
7242,23,5,42,4
7243,82,99,41,5
7244,49,72,84,1
7245,217,24,33,1
7246,872,36,75,2
7247,227,25,8,4
7248,719,32,40,4
7249,769,95,45,4
7250,352,76,46,4
7251,751,34,91,1
7252,59,6,53,2
7253,42,69,47,5
7254,887,96,37,1
7255,934,100,64,2
7256,935,85,76,1
7257,112,7,24,2
7258,400,86,18,2
7259,500,16,48,5
7260,957,94,44,1
7261,788,73,95,2
7262,879,38,21,3
7263,501,43,35,3
7264,406,59,37,3
7265,828,71,46,4
7266,528,45,99,1
7267,69,65,49,4
7268,777,64,16,3
7269,616,23,24,4
7270,869,34,33,5
7271,336,66,60,2
7272,191,48,29,5
7273,422,34,36,3
7274,530,68,60,4
7275,571,18,66,3
7276,314,92,13,5
7277,763,66,86,5
7278,264,58,41,3
7279,504,56,54,1
7280,663,41,5,3
7281,724,85,7,4
7282,474,61,83,2
7283,457,19,15,2
7284,986,68,89,2
7285,774,43,42,2
7286,192,77,95,5
7287,537,70,86,2
7288,349,44,34,1
7289,986,17,53,1
7290,149,14,22,1
7291,487,21,5,1
7292,468,65,42,5
7293,782,88,36,1
7294,983,43,19,5
7295,595,14,9,5
7296,737,60,100,5
7297,821,88,56,4
7298,490,66,84,2
7299,937,12,99,3
7300,402,19,100,1
7301,164,31,26,5
7302,98,2,28,2
7303,771,43,86,3
7304,781,19,64,5
7305,519,58,71,3
7306,397,1,85,3
7307,681,84,70,2
7308,541,36,89,1
7309,259,98,39,1
7310,780,90,50,2
7311,891,59,35,4
7312,376,15,89,3
7313,470,33,52,1
7314,339,84,28,1
7315,660,66,12,2
7316,881,20,78,4
7317,199,58,70,2
7318,607,52,19,2
7319,280,87,41,2
7320,702,25,64,4
7321,537,2,77,2
7322,761,38,62,5
7323,789,96,34,4
7324,883,50,62,4
7325,824,42,55,2
7326,226,96,55,1
7327,377,35,70,5
7328,481,73,84,1
7329,681,3,69,3
7330,225,49,99,3
7331,844,31,79,5
7332,337,28,54,3
7333,145,41,54,1
7334,154,21,56,5
7335,652,86,40,1
7336,504,88,88,2
7337,117,63,80,1
7338,179,89,4,1
7339,193,56,77,4
7340,411,12,88,3
7341,529,5,3,4
7342,720,31,12,3
7343,792,94,17,2
7344,352,5,77,4
7345,955,79,38,5
7346,831,16,20,2
7347,809,85,66,5
7348,201,63,31,2
7349,140,29,39,1
7350,211,93,65,1
7351,995,58,2,3
7352,546,37,58,2
7353,915,67,51,2
7354,548,26,48,2
7355,276,81,6,5
7356,414,64,6,4
7357,555,54,31,4
7358,538,99,14,3
7359,934,7,90,5
7360,198,80,35,2
7361,617,99,10,2
7362,361,38,26,4
7363,917,28,86,4
7364,584,16,53,1
7365,932,54,94,3
7366,970,11,13,5
7367,169,58,68,1
7368,546,32,2,5
7369,71,53,89,1
7370,871,11,36,3
7371,893,34,60,4
7372,808,93,43,2
7373,122,86,44,5
7374,463,91,56,5
7375,114,85,100,3
7376,251,41,20,3
7377,532,88,54,2
7378,445,16,78,1
7379,522,83,61,4
7380,727,50,3,2
7381,575,68,89,1
7382,27,57,41,2
7383,927,98,36,3
7384,464,56,99,4
7385,207,49,7,2
7386,861,54,87,5
7387,477,41,52,4
7388,838,98,74,5
7389,272,66,2,4
7390,485,94,86,5
7391,897,97,96,4
7392,881,39,59,1
7393,450,39,78,5
7394,743,89,54,3
7395,96,54,93,2
7396,461,46,37,4
7397,633,41,68,1
7398,218,55,84,2
7399,297,98,19,2
7400,412,91,74,2
7401,966,19,81,4
7402,941,78,15,3
7403,80,23,56,1
7404,297,62,83,1
7405,675,35,98,4
7406,262,10,49,1
7407,506,7,24,5
7408,594,39,45,5
7409,452,30,37,4
7410,26,22,53,3
7411,342,83,1,5
7412,315,80,28,5
7413,399,22,14,3
7414,513,49,70,5
7415,634,30,81,5
7416,457,46,52,4
7417,813,27,43,3
7418,705,71,44,3
7419,423,94,77,4
7420,183,57,34,5
7421,232,67,36,4
7422,238,25,58,2
7423,800,69,79,5
7424,371,32,99,2
7425,598,60,40,1
7426,838,72,73,4
7427,752,36,20,5
7428,474,51,87,4
7429,509,21,69,3
7430,592,87,85,2
7431,291,40,58,2
7432,132,16,70,2
7433,735,24,5,5
7434,679,75,42,2
7435,132,77,42,1
7436,202,53,42,2
7437,390,12,74,5
7438,777,20,61,5
7439,32,42,94,1
7440,690,74,4,3
7441,821,35,21,2
7442,584,8,47,5
7443,426,50,89,1
7444,443,87,8,2
7445,948,21,93,2
7446,688,57,47,1
7447,102,49,80,5
7448,84,19,7,2
7449,542,40,17,3
7450,17,92,43,2
7451,145,7,17,2
7452,86,20,21,4
7453,719,3,81,2
7454,458,55,51,2
7455,42,56,7,1
7456,265,95,55,2
7457,742,93,61,2
7458,398,79,12,2
7459,783,67,37,2
7460,739,51,52,4
7461,742,59,91,3
7462,922,7,54,2
7463,516,58,27,1
7464,937,26,46,2
7465,136,25,44,3
7466,135,59,51,5
7467,566,39,34,5
7468,81,66,95,5
7469,776,84,84,4
7470,373,36,77,2
7471,491,23,21,5
7472,133,96,35,4
7473,146,89,100,5
7474,58,52,45,4
7475,458,42,31,3
7476,576,4,15,3
7477,786,68,34,3
7478,596,88,72,2
7479,891,14,84,5
7480,612,68,39,2
7481,508,54,77,3
7482,879,94,11,4
7483,391,16,78,3
7484,437,87,34,4
7485,417,85,61,2
7486,1000,89,50,4
7487,216,73,17,2
7488,51,89,56,4
7489,549,86,21,2
7490,699,15,75,2
7491,266,46,35,3
7492,991,52,38,3
7493,763,85,46,1
7494,796,32,77,5
7495,671,57,86,3
7496,940,48,58,3
7497,245,20,40,3
7498,761,100,66,3
7499,186,5,6,4
7500,686,40,26,1
7501,505,87,75,1
7502,567,93,9,3
7503,193,75,22,3
7504,265,26,57,4
7505,509,96,21,4
7506,76,61,18,5
7507,985,27,47,1
7508,869,4,85,4
7509,516,84,71,4
7510,201,91,69,4
7511,279,38,84,1
7512,92,93,78,1
7513,109,55,89,2
7514,311,28,66,4
7515,493,24,37,5
7516,649,41,95,4
7517,50,73,92,4
7518,613,91,81,2
7519,390,9,48,1
7520,871,88,42,5
7521,539,31,3,4
7522,167,1,65,1
7523,720,69,59,1
7524,152,47,45,4
7525,361,77,50,3
7526,872,64,78,3
7527,93,6,90,4
7528,477,18,75,1
7529,148,46,68,5
7530,244,16,44,1
7531,26,11,16,2
7532,101,59,24,1
7533,109,81,70,4
7534,38,70,62,3
7535,149,37,95,2
7536,934,51,23,1
7537,618,69,3,2
7538,933,23,53,2
7539,52,19,35,5
7540,86,17,40,5
7541,673,58,47,5
7542,390,48,12,5
7543,252,22,11,3
7544,810,13,14,3
7545,600,57,35,4
7546,233,37,64,1
7547,462,66,41,3
7548,597,14,50,5
7549,310,96,56,5
7550,673,85,3,1
7551,471,100,6,3
7552,194,17,57,5
7553,868,23,89,3
7554,79,13,42,3
7555,587,56,15,3
7556,768,7,75,3
7557,905,47,1,2
7558,224,93,83,3
7559,674,87,90,1
7560,66,32,60,1
7561,573,41,4,1
7562,518,45,61,2
7563,199,23,28,4
7564,644,96,47,2
7565,860,72,35,4
7566,274,50,99,5
7567,912,97,3,2
7568,773,66,12,4
7569,37,41,28,2
7570,276,94,82,4
7571,714,12,99,1
7572,715,93,42,1
7573,702,69,100,2
7574,713,4,77,1
7575,939,38,12,1
7576,708,60,86,4
7577,955,38,22,4
7578,509,50,69,3
7579,255,41,61,3
7580,265,97,34,4
7581,447,32,53,4
7582,455,34,50,1
7583,305,48,16,4
7584,56,38,20,5
7585,586,39,79,2
7586,177,100,11,3
7587,752,81,31,5
7588,952,93,72,1
7589,333,28,29,4
7590,528,57,8,3
7591,126,17,18,2
7592,777,53,52,2
7593,20,22,68,1
7594,429,16,52,4
7595,222,72,56,1
7596,980,21,8,3
7597,291,33,25,5
7598,256,79,38,5
7599,820,57,92,2
7600,210,61,55,1
7601,641,1,53,1
7602,440,41,20,2
7603,493,16,41,4
7604,798,100,77,1
7605,142,55,9,1
7606,909,94,54,2
7607,860,88,6,2
7608,531,81,54,2
7609,862,30,10,1
7610,248,27,41,5
7611,868,64,94,3
7612,993,98,96,3
7613,15,97,5,1
7614,156,91,35,1
7615,832,55,90,3
7616,195,53,62,3
7617,919,39,47,5
7618,112,98,46,5
7619,382,98,58,4
7620,444,99,2,5
7621,995,42,55,4
7622,479,92,96,4
7623,164,43,19,1
7624,810,81,27,5
7625,802,37,28,1
7626,42,33,52,3
7627,204,32,76,4
7628,645,97,93,4
7629,785,37,19,5
7630,802,57,65,1
7631,672,50,84,4
7632,578,84,47,5
7633,640,32,30,1
7634,190,8,62,4
7635,241,80,8,3
7636,10,40,61,5
7637,368,92,76,2
7638,381,79,49,4
7639,413,16,66,2
7640,362,18,97,2
7641,937,62,85,2
7642,922,40,45,3
7643,541,9,75,4
7644,699,41,90,3
7645,719,98,100,2
7646,355,65,84,2
7647,701,90,70,5
7648,332,25,79,4
7649,902,7,22,5
7650,629,35,40,5
7651,990,32,48,4
7652,236,99,39,5
7653,657,17,8,3
7654,608,35,94,3
7655,852,34,7,2
7656,994,55,70,1
7657,170,54,2,2
7658,179,29,84,4
7659,31,3,24,2
7660,760,41,59,3
7661,785,67,75,2
7662,60,22,90,5
7663,234,99,56,1
7664,648,55,17,2
7665,977,28,49,2
7666,67,64,94,1
7667,590,92,70,3
7668,530,33,84,4
7669,42,2,27,3
7670,475,36,8,2
7671,709,34,40,1
7672,280,16,1,1
7673,723,99,84,1
7674,401,17,57,5
7675,235,63,63,3
7676,22,8,49,4
7677,648,14,92,4
7678,387,98,77,3
7679,602,22,93,4
7680,404,52,32,3
7681,889,48,5,4
7682,145,58,9,5
7683,845,83,2,2
7684,863,73,46,2
7685,13,79,41,1
7686,195,48,63,4
7687,683,29,49,5
7688,50,65,66,2
7689,844,43,73,5
7690,832,22,21,4
7691,890,71,33,5
7692,23,72,85,3
7693,943,91,66,5
7694,239,72,26,1
7695,472,38,90,4
7696,158,53,83,2
7697,298,15,81,3
7698,921,29,43,2
7699,371,40,81,4
7700,534,49,69,2
7701,627,12,16,3
7702,847,80,20,4
7703,933,24,26,3
7704,737,86,29,1
7705,324,54,32,2
7706,751,13,56,1
7707,885,56,31,1
7708,695,11,76,2
7709,160,5,41,3
7710,488,14,36,2
7711,329,80,69,4
7712,223,45,71,1
7713,936,62,57,1
7714,615,8,7,4
7715,866,92,29,3
